5.388124e-01	7.710792e-01	-3.654587e-01
5.334463e-01	7.921947e-01	-3.528492e-01
5.287754e-01	7.921133e-01	-3.529252e-01
5.241930e-01	7.918898e-01	-3.528872e-01
5.447990e-01	7.929983e-01	-3.524526e-01
5.490305e-01	7.933355e-01	-3.524541e-01
5.536134e-01	7.933422e-01	-3.524052e-01
5.184020e-01	7.864674e-01	-2.475588e-01
5.597420e-01	7.881421e-01	-2.430000e-01
5.320445e-01	7.522773e-01	-3.228991e-01
5.463023e-01	7.540681e-01	-3.216211e-01
4.885517e-01	7.017193e-01	-1.703055e-01
5.923067e-01	7.040043e-01	-1.545699e-01
4.182714e-01	7.137336e-01	-1.768771e-01
6.649288e-01	7.058588e-01	-1.511605e-01
3.450864e-01	7.201009e-01	-2.762670e-01
7.309738e-01	7.113533e-01	-2.405130e-01
3.219581e-01	7.285452e-01	-2.986071e-01
7.526457e-01	7.191734e-01	-2.592426e-01
3.190250e-01	7.354273e-01	-3.357413e-01
7.526708e-01	7.242313e-01	-3.000854e-01
3.283387e-01	7.289921e-01	-2.975731e-01
7.447337e-01	7.188585e-01	-2.633747e-01
5.063865e-01	4.331004e-01	-1.138921e-02
5.658927e-01	4.329093e-01	1.132724e-02
4.776282e-01	2.638214e-01	2.135839e-02
5.811772e-01	2.620257e-01	6.797415e-02
4.605868e-01	1.184906e-01	1.585419e-01
5.933135e-01	1.096200e-01	2.357765e-01
4.651064e-01	9.417817e-02	1.634330e-01
5.841982e-01	8.407557e-02	2.444607e-01
4.380701e-01	6.771800e-02	3.630118e-02
6.190605e-01	5.462041e-02	1.289500e-01
5.374249e-01	7.710717e-01	-3.541784e-01
5.315735e-01	7.921814e-01	-3.403940e-01
5.273339e-01	7.921047e-01	-3.404454e-01
5.233039e-01	7.918913e-01	-3.403856e-01
5.440640e-01	7.929527e-01	-3.428160e-01
5.485374e-01	7.933319e-01	-3.428112e-01
5.532619e-01	7.934074e-01	-3.427177e-01
5.180469e-01	7.866423e-01	-2.310202e-01
5.597339e-01	7.884595e-01	-2.396632e-01
5.303553e-01	7.518100e-01	-3.101863e-01
5.458797e-01	7.532111e-01	-3.128328e-01
4.876603e-01	7.017732e-01	-1.530260e-01
5.922350e-01	7.043758e-01	-1.570736e-01
4.165359e-01	7.093495e-01	-1.652218e-01
