5.384836e-01	8.162691e-01	-3.484864e-01
5.327182e-01	8.373833e-01	-3.347630e-01
5.285175e-01	8.375238e-01	-3.347821e-01
5.244492e-01	8.374654e-01	-3.347209e-01
5.445563e-01	8.371155e-01	-3.332413e-01
5.484976e-01	8.371178e-01	-3.332734e-01
5.523742e-01	8.369548e-01	-3.332068e-01
5.196064e-01	8.302187e-01	-2.290969e-01
5.562490e-01	8.291692e-01	-2.170853e-01
5.294146e-01	7.951514e-01	-3.068355e-01
5.441702e-01	7.955458e-01	-3.029489e-01
4.826886e-01	7.030728e-01	-1.387139e-01
5.886956e-01	6.995850e-01	-1.430205e-01
4.743090e-01	5.631329e-01	-9.456000e-02
5.972316e-01	5.612294e-01	-1.012186e-01
4.621277e-01	4.398762e-01	-1.782728e-01
6.064307e-01	4.404509e-01	-1.849587e-01
4.576429e-01	4.021936e-01	-2.086659e-01
6.144324e-01	4.060099e-01	-2.210644e-01
4.600730e-01	4.018778e-01	-2.472400e-01
6.053693e-01	4.056892e-01	-2.526713e-01
4.650937e-01	4.148934e-01	-1.963797e-01
5.995249e-01	4.160457e-01	-2.008663e-01
5.072235e-01	4.310557e-01	-1.295996e-03
5.636170e-01	4.302678e-01	1.239711e-03
4.950537e-01	2.486764e-01	4.881101e-02
5.716825e-01	2.485249e-01	6.316891e-02
4.922141e-01	8.865342e-02	2.353418e-01
5.732183e-01	8.677462e-02	2.695282e-01
5.025591e-01	6.185088e-02	2.465272e-01
5.643003e-01	6.072035e-02	2.828292e-01
4.740273e-01	3.419739e-02	1.204513e-01
6.017590e-01	3.227359e-02	1.634016e-01
5.384814e-01	8.163933e-01	-2.957264e-01
5.325119e-01	8.374347e-01	-2.809207e-01
5.281276e-01	8.375326e-01	-2.809256e-01
5.239964e-01	8.374482e-01	-2.808564e-01
5.445938e-01	8.371857e-01	-2.823201e-01
5.485678e-01	8.371426e-01	-2.823789e-01
5.526533e-01	8.369555e-01	-2.822949e-01
5.190652e-01	8.298083e-01	-1.797203e-01
5.573087e-01	8.291708e-01	-1.854186e-01
5.294156e-01	7.951530e-01	-2.565978e-01
5.447791e-01	7.955424e-01	-2.578479e-01
4.835660e-01	7.033910e-01	-1.123896e-01
5.895242e-01	6.995772e-01	-1.186407e-01
4.738603e-01	5.655989e-01	-7.795466e-02
5.972964e-01	5.611121e-01	-8.605704e-02
4.616356e-01	4.430059e-01	-1.395530e-01
6.053334e-01	4.363904e-01	-1.543018e-01
4.561252e-01	4.047807e-01	-1.643885e-01
6.119848e-01	4.002196e-01	-1.824737e-01
4.598427e-01	4.048939e-01	-1.992351e-01
6.047643e-01	3.998829e-01	-2.142175e-01
4.651130e-01	4.170827e-01	-1.558620e-01
5.993081e-01	4.113699e-01	-1.697302e-01
5.055878e-01	4.339870e-01	-3.212158e-04
5.634993e-01	4.333092e-01	3.230339e-04
4.950798e-01	2.487790e-01	3.219068e-02
5.713729e-01	2.496141e-01	3.335946e-02
4.917336e-01	8.692277e-02	1.735248e-01
5.732211e-01	8.745343e-02	1.838507e-01
5.009388e-01	6.151746e-02	1.804394e-01
5.644919e-01	6.182355e-02	1.906289e-01
4.721448e-01	3.460884e-02	7.349136e-02
6.016976e-01	3.379652e-02	7.833495e-02
5.384527e-01	8.163940e-01	-2.904698e-01
5.322020e-01	8.374662e-01	-2.757618e-01
5.278871e-01	8.375511e-01	-2.757707e-01
5.235783e-01	8.374507e-01	-2.757045e-01
5.445799e-01	8.371866e-01	-2.769330e-01
5.485976e-01	8.371361e-01	-2.769856e-01
