5.579731e-01	8.827273e-01	-3.337117e-01
5.521170e-01	9.008027e-01	-3.162411e-01
5.480754e-01	9.003285e-01	-3.162533e-01
5.433545e-01	8.996851e-01	-3.162006e-01
5.643594e-01	9.012803e-01	-3.186112e-01
5.688352e-01	9.008664e-01	-3.186803e-01
5.731518e-01	9.003146e-01	-3.185751e-01
5.378254e-01	8.880345e-01	-1.995186e-01
5.800180e-01	8.880126e-01	-2.117275e-01
5.490412e-01	8.597637e-01	-2.892155e-01
5.654184e-01	8.593824e-01	-2.923474e-01
5.006799e-01	7.544599e-01	-1.256418e-01
6.111991e-01	7.484521e-01	-1.314317e-01
4.860372e-01	6.192367e-01	-7.242960e-02
6.204679e-01	6.054230e-01	-8.597553e-02
4.775488e-01	4.973065e-01	-1.277739e-01
6.210287e-01	4.727297e-01	-1.563234e-01
4.732080e-01	4.599968e-01	-1.544405e-01
6.196857e-01	4.383245e-01	-1.855921e-01
4.784025e-01	4.630320e-01	-1.875932e-01
6.149281e-01	4.377918e-01	-2.180528e-01
4.840690e-01	4.764940e-01	-1.428974e-01
6.132449e-01	4.506394e-01	-1.722746e-01
5.199459e-01	4.773685e-01	5.387618e-03
5.822943e-01	4.741077e-01	-5.361437e-03
5.065696e-01	2.953257e-01	7.465224e-02
5.924838e-01	2.918926e-01	7.221221e-02
4.983633e-01	1.307800e-01	2.685447e-01
6.014056e-01	1.298538e-01	2.803633e-01
5.061107e-01	1.033212e-01	2.815226e-01
5.920472e-01	1.036277e-01	2.935498e-01
4.697599e-01	8.020282e-02	1.687541e-01
6.286036e-01	6.979489e-02	1.729291e-01
5.566341e-01	8.783589e-01	-3.194775e-01
5.507643e-01	8.990922e-01	-3.038185e-01
5.469661e-01	8.988419e-01	-3.038265e-01
5.427407e-01	8.983057e-01	-3.037612e-01
5.636469e-01	8.992053e-01	-3.058893e-01
5.682257e-01	8.987202e-01	-3.059308e-01
5.727027e-01	8.978438e-01	-3.058211e-01
5.375668e-01	8.876546e-01	-1.930940e-01
5.796674e-01	8.860608e-01	-2.027483e-01
5.480615e-01	8.557670e-01	-2.764927e-01
5.649099e-01	8.542006e-01	-2.788066e-01
5.006738e-01	7.557471e-01	-1.195715e-01
6.102523e-01	7.498016e-01	-1.239691e-01
4.863285e-01	6.203973e-01	-7.236870e-02
6.179537e-01	6.088822e-01	-8.267199e-02
4.773588e-01	4.977021e-01	-1.294048e-01
